제품군,URL,제품명,모델명,상태,정가,판매가,최대혜택가,구매혜택안내,6년구독가격,최대혜택구독가격,평점,이미지리스트,화면 사이즈 (베젤 미포함),디스플레이 종류,해상도,주사율,고색재현 (WCG),화질 프로세서,해상도 업스케일링,AI 밝기 조정,HDR (High Dynamic Range),필름메이커 모드,다이나믹 톤 매핑,디밍 방식,화면모드,HGIG,게임 맞춤,ALLM (Auto Low Latency Mode),운영체제,ThinQ,음성인식,아마존 알렉사,Apple Airplay2,모바일 리모컨 지원,웹브라우저,LG채널,패밀리 세팅,USB 카메라 호환,스피커 출력,스피커 채널,AI 사운드,클리어보이스 프로,AI 공간인식 사운드,LG 사운드 싱크,TV 사운드 공유,Simultaneous Audio Output,블루투스 서라운드 레디,오디오 지원 코덱,HDMI,심플링크,ARC(Audio Return Channel),USB,Wi-Fi,Bluetooth 지원,Ethernet 입력,RF 입력,SPDIF (Optical Digital Audio Out),대비 상승,흑백 전환,색반전,리모컨,리모컨 배터리,전원선,"스탠드 제외크기 (WxHxD, mm)","스탠드 포함크기 (WxHxD, mm)","스탠드 크기 (WxD, mm)",스탠드 제외무게 (kg),스탠드 포함무게 (kg),"VESA 규격 (WxH, mm)",전원,대기모드 소비전력,에너지소비효율등급,소비전력 (W),정격소비전력 (W),품명 및 모델명,KC 인증 필 유무,KC인증조회,정격전압,동일 모델의 출시년월,제조국,제조자,품질보증기준,A/S 책임자와 전화번호,백라이트,나노셀 디스플레이,퍼팩트 블랙,무한대 명암비,시야각,인공지능 화질,장르 맞춤 화면,인공지능 밝기 조정,모션 프로,G-Sync Compatible (Nvidia),FreeSync,VRR (Variable Refresh Rate),게임 모드,다크룸 모드,게이밍 보드,스마트 운영 시스템,돌비 애트모스,인공지능 사운드,인공지능 공간인식 사운드,출력 (W) / 채널 (Ch),버츄얼 사운드,소리 크기 자동 맞춤,클리어보이스,WiSA 스피커,LG 사운드 싱크(TV음원 → 사운드바(블루투스 활용)),블루투스 사운드(모바일 음원 → TV스피커(블루투스 활용)),LAN,Component,Composite In (AV),USB 2.0,eARC/ARC(Audio Return Channel),헤드폰 단자,비고,디자인 타입,4면 시네마 스크린,스탠드 디자인,셰어링 탭,갤러리 모드,스포츠 알람,UHD 방송 수신,인공지능 맞춤검색,타임머신,모바일 화면 공유(Android/Apple iOS),Bluetooth,Wifi,인공지능 업스케일링,HFR (High Frame Rate),G-Sync Compatible,인공지능 ThinQ,다이렉트 음성인식,갤러리모드,스포츠알람,멀티뷰,대기모드,WiSA 지원,IR Blaster Cable,돌비비전IQ,HDR10ㅤ,HLG,ThinQ홈보드,부착방식,최대 해상도,화각,포커스 유형,프라이빗 커버,마이크 개수,인터페이스,지원모델,크기 (WxHxD),무게,모바일 화면 공유(Android),AI 챗봇,보이스 ID,구글 홈 / 허브 지원,Apple Airplay,Google Cast,WOW 오케스트라,AI 화질 프로,QMS (Quick Media Switching),응답속도,Dolby Vision for Gaming (4K 120Hz),특화 기능,LG 스마트 캠,QFT (Quick Frame Transport),FreeSync Compatible (AMD),HDMI 2.1,홈허브,Apple Homekit 연동,OLED TV,QNED,울트라 HD TV,나노셀,기타,사용자 매뉴얼,재질,컬러명,스위블,틸트,조절가능높이,포장 포함(WxHxD),포장 포함 중량,제품 중량
TV,https://www.lge.co.kr/tvs/86qned70tea-wall,LG QNED TV (벽걸이형)217cm,86QNED70TEA,판매중,"3,890,000원","2,680,000원","2,380,800원",포인트 최대 0 멤버십 포인트 적립 | 제휴카드혜택 LGE.COM 플러스 서비스 최대 100만원 조건부 할인+ 10% 캐시백 | 결제일 할인 신용카드 7% 결제일 할인 (신한/현대/국민/롯데) | 무이자 카드사별 무이자 할부 혜택 | 간편결제 네이버페이 7% 포인트 적립(최대 10만원) 토스페이 1% 포인트 적립 (최대 2만원),"월 65,400 원","월 39,400원",4.9,"['https://www.lge.co.kr/kr/images/tvs/md10319863/gallery/small-interior01.jpg', 'https://www.lge.co.kr/kr/images/tvs/md10319863/gallery/86QNED70TEA_Wall.jpg', 'https://www.lge.co.kr/kr/images/tvs/md10319863/gallery/small06.jpg', 'https://www.lge.co.kr/kr/images/tvs/md10319854/gallery/small02.jpg', 'https://www.lge.co.kr/kr/images/tvs/md10319854/gallery/small03.jpg', 'https://www.lge.co.kr/kr/images/tvs/md10319854/gallery/small04.jpg', 'https://www.lge.co.kr/kr/images/tvs/md10319854/gallery/small05.jpg']",217 cm,LED,"4K UHD (3,840 x 2,160)",60Hz,QNED 컬러,알파5 AI 프로세서 Gen7,4K 업스케일링,○,HDR10 / HLG,○,○,로컬 디밍,9가지 모드 지원,○,○ (게이밍보드),○,webOS 24,○,○ (인공지능 리모컨 연동시 사용 가능),○ (인공지능 리모컨 연동시 사용 가능),○,○ (LG ThinQ),○,○,○,○,20W,2.0ch,AI 사운드 프로 (버추얼 9.1.2),○ (소리 크기 자동 맞춤),○ (인공지능 리모컨 연동시 사용 가능),○,○,○,○ (2 Way Playback),"AC4, AC3(Dolby Digital), EAC3, HE-AAC, AAC, MP2, MP3, PCM, WMA, apt-X (Refer to manual)",3조,○,eARC (HDMI 2번),2조 (USB 2.0),○ (Wi-Fi 5),○ (v 5.1),1조,2조,1조,○,○,○,일반리모컨,○ (AAA x 2EA),○ (탈착형),"1,928 x 1,108 x 30.9","1,928 x 1,175 x 359","1,582 x 359",50.0,51.0,600 x 400,AC 220~240V 60Hz,0.5W↓,비대상(8K / 화면대각선 216cm 초과 모델은 비대상임),비대상(8K / 화면대각선 216cm 초과 모델은 비대상임),280,텔레비전수상기(86QNED70TEA),KC 인증 필 유 - 로고 및 관련 내용을 확인 할 수 있습니다.R-R-LGE-86QNED80TKA (전자파 적합등록)XU090496-24056 (전기용품 안전확인),공정거래위원회(소비자24)제공 인증정보 조회,AC 220-240V 60Hz,2024-04,인도네시아,LG전자(주),결함 하자 등에 따른 소비자 피해에 대해서는 소비자 분쟁해결기준(소비자기본법 제16조)에 따라 보상 가능,LG전자서비스센터 / 1544-7777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV,https://www.lge.co.kr/tvs/32lq635bcna,LG 일반 LED TV (스탠드형)80cm,32LQ635BCNA,판매중,"460,000원","369,000원","369,000원",포인트 최대 0 멤버십 포인트 적립 | 제휴카드혜택 LGE.COM 플러스 서비스 최대 100만원 조건부 할인+ 10% 캐시백 | 결제일 할인 신용카드 7% 결제일 할인 (신한/현대/국민/롯데) | 무이자 카드사별 무이자 할부 혜택 | 간편결제 네이버페이 7% 포인트 적립(최대 10만원) 토스페이 1% 포인트 적립 (최대 2만원),,,4.8,"['https://www.lge.co.kr/kr/images/tvs/md10272836/gallery/small-interior01.jpg', 'https://www.lge.co.kr/kr/images/tvs/md10272836/gallery/small01.jpg', 'https://www.lge.co.kr/kr/images/tvs/md10272836/gallery/small02.jpg', 'https://www.lge.co.kr/kr/images/tvs/md10272836/gallery/small03.jpg', 'https://www.lge.co.kr/kr/images/tvs/md10272836/gallery/small04.jpg', 'https://www.lge.co.kr/kr/images/tvs/md10272836/gallery/small05.jpg', 'https://www.lge.co.kr/kr/images/tvs/md10272836/gallery/small06.jpg', 'https://www.lge.co.kr/kr/images/tvs/md10272836/gallery/small07.jpg', 'https://www.lge.co.kr/kr/images/tvs/md10272836/gallery/small08.jpg', 'https://www.lge.co.kr/kr/images/tvs/md10272836/gallery/small09.jpg']",80 cm,LED,"HD (1,366 x 768)",60Hz,,,,,,X,,-,,O,○,X,,,,,O,,O,O,,,,,,,,,O,,O,,2조,,,,,,,,O,,,,일반 리모컨 (인공지능 리모컨 별매),,,736 x 437 x 82.9,736 x 464 x 180,606 x 180,4.65,4.7,,,0.5 W↓,1등급,35.4,48,텔레비전수상기 (32LQ635BCNA),KC 인증 필 유 - 로고 및 관련 내용을 확인 할 수 있습니다.R-R-LGE-32LQ635BKNA (전자파 적합등록)XL090008-19290 (전기용품 안전확인),공정거래위원회(소비자24)제공 인증정보 조회,AC 220-240V 60Hz,2023-12,인도네시아,LG전자(주),결함 하자 등에 따른 소비자 피해에 대해서는 소비자 분쟁해결기준(소비자기본법 제16조)에 따라 보상 가능,LG전자서비스센터 / 1544-7777ㅤ,O,-,-,-,광시야각,X,X,O,-,X,X,X,○,○,○,webOS 22,X,인공지능 사운드,O (인공지능 리모컨 연동시 사용 가능),10 W / 2.0 Ch,5.1,O,O,-,O,O,O,-,-,1조,eARC,-,※ 본 제품에는 안테나 및 외부기기 연결용 케이블이 제공되지 않음,-,3면 시네마,2폴 스탠드,- (NFC 인공지능 리모컨 연동시 사용 가능),-,O,X,O,X,O,O,Wi-Fi 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV,https://www.lge.co.kr/tvs/32lq635bena,LG 일반 LED TV (스탠드형)80cm,32LQ635BENA,판매중,"450,000원","290,000원","290,000원",포인트 최대 0 멤버십 포인트 적립 | 제휴카드혜택 LGE.COM 플러스 서비스 최대 100만원 조건부 할인+ 10% 캐시백 | 결제일 할인 신용카드 7% 결제일 할인 (신한/현대/국민/롯데) | 무이자 카드사별 무이자 할부 혜택 | 간편결제 네이버페이 7% 포인트 적립(최대 10만원) 토스페이 1% 포인트 적립 (최대 2만원),,,4.9,"['https://www.lge.co.kr/kr/images/tvs/md10272837/gallery/small-interior02.jpg', 'https://www.lge.co.kr/kr/images/tvs/md09460826/32LQ635BKNA.jpg', 'https://www.lge.co.kr/kr/images/tvs/md09460826/gallery/small01.jpg', 'https://www.lge.co.kr/kr/images/tvs/md09460826/gallery/small02.jpg', 'https://www.lge.co.kr/kr/images/tvs/md09460826/gallery/small03.jpg', 'https://www.lge.co.kr/kr/images/tvs/md09460826/gallery/small04.jpg', 'https://www.lge.co.kr/kr/images/tvs/md09460826/gallery/small05.jpg', 'https://www.lge.co.kr/kr/images/tvs/md09460826/gallery/small06.jpg', 'https://www.lge.co.kr/kr/images/tvs/md09460826/gallery/small07.jpg', 'https://www.lge.co.kr/kr/images/tvs/md09460826/gallery/small08.jpg', 'https://www.lge.co.kr/kr/images/tvs/md09460826/gallery/small09.jpg', 'https://www.lge.co.kr/kr/images/tvs/md09460826/gallery/small10.jpg']",80 cm,LED,"HD (1,366 x 768)",60Hz,,,,,,X,,-,,O,○,X,,,,,O,,O,O,,,,,,,,,O,,O,,2조,,,,,,,,O,,,,일반 리모컨 (인공지능 리모컨 별매),,,736 x 437 x 82.9,736 x 464 x 180,606 x 180,4.65,4.7,,,0.5 W↓,1등급,35.4,48,텔레비전수상기 (32LQ635BENA),KC 인증 필 유 - 로고 및 관련 내용을 확인 할 수 있습니다.R-R-LGE-32LQ635BKNA (전자파 적합등록)XL090008-19290 (전기용품 안전확인),공정거래위원회(소비자24)제공 인증정보 조회,AC 220-240V 60Hz,2023-12,인도네시아,LG전자(주),결함 하자 등에 따른 소비자 피해에 대해서는 소비자 분쟁해결기준(소비자기본법 제16조)에 따라 보상 가능,LG전자서비스센터 / 1544-7777ㅤ,O,-,-,-,광시야각,X,X,O,-,X,X,X,○,○,○,webOS 22,X,인공지능 사운드,O (인공지능 리모컨 연동시 사용 가능),10 W / 2.0 Ch,5.1,O,O,-,O,O,O,-,-,1조,eARC,-,※ 본 제품에는 안테나 및 외부기기 연결용 케이블이 제공되지 않음,-,3면 시네마,2폴 스탠드,- (NFC 인공지능 리모컨 연동시 사용 가능),-,O,X,O,X,O,O,Wi-Fi 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV,https://www.lge.co.kr/tvs/oled88z3kna-stand,LG SIGNATURE OLED 8KZ3222cm,OLED88Z3KNA,판매중,"111,000,000원","100,000,000원","99,000,000원",포인트 최대 0 멤버십 포인트 적립 | 제휴카드혜택 LGE.COM 플러스 서비스 최대 100만원 조건부 할인+ 10% 캐시백 | 결제일 할인 신용카드 7% 결제일 할인 (신한/현대/국민/롯데) | 무이자 카드사별 무이자 할부 혜택 | 간편결제 네이버페이 7% 포인트 적립(최대 10만원) 토스페이 1% 포인트 적립 (최대 2만원),,,,"['https://www.lge.co.kr/kr/images/tvs/md09977827/gallery/small-interior01.jpg', 'https://www.lge.co.kr/kr/images/tvs/md09977827/gallery/small01.jpg', 'https://www.lge.co.kr/kr/images/tvs/md09977827/gallery/small02.jpg', 'https://www.lge.co.kr/kr/images/tvs/md09977827/gallery/small03.jpg', 'https://www.lge.co.kr/kr/images/tvs/md09977827/gallery/small04.jpg', 'https://www.lge.co.kr/kr/images/tvs/md09977827/gallery/small05.jpg', 'https://www.lge.co.kr/kr/images/tvs/md09977827/gallery/small06.jpg', 'https://www.lge.co.kr/kr/images/tvs/md09977827/gallery/small07.jpg', 'https://www.lge.co.kr/kr/images/tvs/md09977827/gallery/small08.jpg', 'https://www.lge.co.kr/kr/images/tvs/md09977827/gallery/small09.jpg', 'https://www.lge.co.kr/kr/images/tvs/md09977827/gallery/small10.jpg']",222 cm,올레드,"8K UHD (7,680 x 4,320)",120Hz,올레드 컬러,6세대 인공지능 알파 9 8K,,,Dolby Vision / HDR10 / HLG,○,○ (올레드 다이나믹 톤 매핑 프로),올레드 픽셀디밍,10가지 모드 지원,○,○ (게이밍보드),○,webOS 23,,○,○ (내장),○,○ (LG ThinQ),○,○,○,○,80W,4.2ch,,○,,○,○,○,○ (2 Way Playback),"AC4, AC3(Dolby Digital), EAC3, HE-AAC, AAC, MP2, MP3, PCM, WMA, apt-X (Refer to manual)",4조,○,eARC (HDMI 2번),3조 (USB 3.0 1조/USB 2.0 2조),○ (Wi-Fi 6E),○ (5.0),1조,2조,1조,○,○,○,프리미엄 인공지능 리모컨(NFC),○ (AAA x 2EA),○ (부착형),"1,961 x 1,122 x 51.0","1,961 x 1,458 x 281","1,961 x 281",43.5,105.5,,AC 220~240V 60Hz,0.5W↓,비대상(8K / 화면대각선 216cm 초과 모델은 비대상임),비대상(8K / 화면대각선 216cm 초과 모델은 비대상임),"1,029",텔레비전수상기(OLED88Z3KNA),KC 인증 필 유 - 로고 및 관련 내용을 확인 할 수 있습니다.R-R-LGE-OLED88Z3KNA (전자파 적합등록)XL090024-23005 (전기용품 안전확인),공정거래위원회(소비자24)제공 인증정보 조회,AC 220-240V 60Hz,2023-04,한국,LG전자(주),결함 하자 등에 따른 소비자 피해에 대해서는 소비자 분쟁해결기준(소비자기본법 제16조)에 따라 보상 가능,LG전자서비스센터 / 1544-7777,,,,,,인공지능 화질 프로 8K,○,○,올레드 모션,,○,○,,,,,○,인공지능 사운드 프로 (버츄얼 9.1.2),○,,,,,,,,,,,,,,,,,,,,,,,,,,,인공지능 8K 업스케일링,"4K 120 fps (HDMI, USB)",○,○,○,○,○,○,○,○ (Up to 2.1 Channel),○,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV,https://www.lge.co.kr/tvs/32lq635bkna-stand,LG 일반 LED TV (스탠드형)80cm,32LQ635BKNA,판매중,"500,000원","450,000원","450,000원",포인트 최대 0 멤버십 포인트 적립 | 제휴카드혜택 LGE.COM 플러스 서비스 최대 100만원 조건부 할인+ 10% 캐시백 | 결제일 할인 신용카드 7% 결제일 할인 (신한/현대/국민/롯데) | 무이자 카드사별 무이자 할부 혜택 | 간편결제 네이버페이 7% 포인트 적립(최대 10만원) 토스페이 1% 포인트 적립 (최대 2만원),,,4.9,"['https://www.lge.co.kr/kr/images/tvs/md09460826/gallery/small-interior01.jpg', 'https://www.lge.co.kr/kr/images/tvs/md09460826/32LQ635BKNA.jpg', 'https://www.lge.co.kr/kr/images/tvs/md09460826/gallery/small01.jpg', 'https://www.lge.co.kr/kr/images/tvs/md09460826/gallery/small02.jpg', 'https://www.lge.co.kr/kr/images/tvs/md09460826/gallery/small03.jpg', 'https://www.lge.co.kr/kr/images/tvs/md09460826/gallery/small04.jpg', 'https://www.lge.co.kr/kr/images/tvs/md09460826/gallery/small05.jpg', 'https://www.lge.co.kr/kr/images/tvs/md09460826/gallery/small06.jpg', 'https://www.lge.co.kr/kr/images/tvs/md09460826/gallery/small07.jpg', 'https://www.lge.co.kr/kr/images/tvs/md09460826/gallery/small08.jpg', 'https://www.lge.co.kr/kr/images/tvs/md09460826/gallery/small09.jpg', 'https://www.lge.co.kr/kr/images/tvs/md09460826/gallery/small10.jpg']",80 cm,LED,"HD (1,366 x 768)",60,,,,,,X,,-,,○,○,X,,,,,○,,O,O,,,,,,,,,○,,○,,2조,,,,,,,,O,,,,일반 리모컨 (인공지능 리모컨 별매),,,736 x 437 x 82.9,736 x 464 x 180,606 x 180,4.65,4.7,,,0.5 W↓,1등급,35.4,48,텔레비전수상기(32LQ635BKNA),KC 인증 필 유 - 로고 및 관련 내용을 확인 할 수 있습니다.R-R-LGE-32LQ635BKNA (전자파 적합등록)XL090008-19290 (전기용품 안전확인),공정거래위원회(소비자24)제공 인증정보 조회,AC 220-240V 60Hz,2022-08,인도네시아,LG전자(주),결함 하자 등에 따른 소비자 피해에 대해서는 소비자 분쟁해결기준(소비자기본법 제16조)에 따라 보상 가능,LG전자서비스센터 / 1544-7777ㅤ,○,-,-,-,광시야각,X,X,○,-,,X,X,○,○,○,webOS 22,X,인공지능 사운드,○ (인공지능 리모컨 연동시 사용 가능),10 W / 2.0 Ch,5.1,O,O,-,O,O,O,-,-,1조,eARC,-,※ 본 제품에는 안테나 및 외부기기 연결용 케이블이 제공되지 않음,-,3면 시네마,2폴 스탠드,- (NFC 인공지능 리모컨 연동시 사용 가능),-,O,X,O,X,O,O,Wi-Fi 5,,,-,,,,,,,,,X,O,○,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV,https://www.lge.co.kr/tvs/vc23ga,LG 스마트 캠,VC23GA,판매중,"142,000원","129,000원","129,000원",포인트 최대 0 멤버십 포인트 적립 | 제휴카드혜택 LGE.COM 플러스 서비스 최대 100만원 조건부 할인+ 10% 캐시백 | 결제일 할인 신용카드 7% 결제일 할인 (신한/현대/국민/롯데) | 무이자 카드사별 무이자 할부 혜택 | 간편결제 네이버페이 7% 포인트 적립(최대 10만원) 토스페이 1% 포인트 적립 (최대 2만원),,,4.5,"['https://www.lge.co.kr/kr/images/tvs/md09964830/gallery/small-interior02.jpg', 'https://www.lge.co.kr/kr/images/tvs/md09964830/gallery/small01.jpg', 'https://www.lge.co.kr/kr/images/tvs/md09964830/gallery/small02.jpg', 'https://www.lge.co.kr/kr/images/tvs/md09964830/gallery/small03.jpg', 'https://www.lge.co.kr/kr/images/tvs/md09964830/gallery/small04.jpg', 'https://www.lge.co.kr/kr/images/tvs/md09964830/gallery/small05.jpg', 'https://www.lge.co.kr/kr/images/tvs/md09964830/gallery/small06.jpg', 'https://www.lge.co.kr/kr/images/tvs/md09964830/gallery/small07.jpg']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DC 5V, max. 500mA",,,,,LG 스마트캠(VC23GA),KC 인증 필 유 - 로고 및 관련 내용을 확인 할 수 있습니다.R-R-LGE-VC23GA (전자파 적합등록),공정거래위원회(소비자24)제공 인증정보 조회,,2023-03,중국,,결함 하자 등에 따른 소비자 피해에 대해서는 소비자 분쟁해결기준(소비자기본법 제16조)에 따라 보상 가능,LG전자서비스센터 / 1544-7777ㅤ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,자석 부착형,"1920 x 1080, 30fps",76.9°,고정형,O,2개,USB Typc-C (USB2.0),webOS 22 이상의 Smart 운영 시스템,80 x 35.4 x 23.1 mm,38 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV,https://www.lge.co.kr/tvs/43lm6350kna-stand,LG 일반 LED TV (스탠드형)107cm,43LM6350KNA,판매중,"744,000원","670,000원","595,200원",포인트 최대 0 멤버십 포인트 적립 | 제휴카드혜택 LGE.COM 플러스 서비스 최대 100만원 조건부 할인+ 10% 캐시백 | 결제일 할인 신용카드 7% 결제일 할인 (신한/현대/국민/롯데) | 무이자 카드사별 무이자 할부 혜택 | 간편결제 네이버페이 7% 포인트 적립(최대 10만원) 토스페이 1% 포인트 적립 (최대 2만원),,,5.0,"['https://www.lge.co.kr/kr/images/tvs/md08989826/gallery/small-interior01.jpg', 'https://www.lge.co.kr/kr/images/tvs/md08989826/gallery/small01.jpg', 'https://www.lge.co.kr/kr/images/tvs/md08989826/gallery/small02.jpg', 'https://www.lge.co.kr/kr/images/tvs/md08989826/gallery/small03.jpg', 'https://www.lge.co.kr/kr/images/tvs/md08989826/gallery/small04.jpg', 'https://www.lge.co.kr/kr/images/tvs/md08989826/gallery/small05.jpg', 'https://www.lge.co.kr/kr/images/tvs/md08989826/gallery/small06.jpg', 'https://www.lge.co.kr/kr/images/tvs/md08989826/gallery/small07.jpg', 'https://www.lge.co.kr/kr/images/tvs/md08989826/gallery/small08.jpg', 'https://www.lge.co.kr/kr/images/tvs/md08989826/gallery/small09.jpg']",107 cm,LED,Full HD,60,,,,,,X,,,,○,-,X,,,,,,,O,O,,,,,,,,,X,,X,,2조,,,,,,,,O,,,,일반 리모컨 (인공지능 리모컨 별매),,,,,,,,,,0.5 W↓,1등급,,68,텔레비전 수상기(43LM6350KNA),,,AC 220-240V 60Hz,2021-07,인도네시아,LG전자(주),결함 하자 등에 따른 소비자 피해에 대해서는 소비자 분쟁해결기준(소비자기본법 제16조)에 따라 보상 가능,LG전자서비스센터 / 1544-7777ㅤ,○,,,,광시야각,X,X,○,-,,X,X,○,,,webOS 4.5,X,O,○ (인공지능 리모컨 연동시 사용 가능),20 / 2.0,,X,O,-,O,O,O,-,-,1조,eARC,,※ 본 제품에는 안테나 및 외부기기 연결용 케이블이 제공되지 않음,-,3면 시네마,2폴 스탠드,- (NFC 인공지능 리모컨 연동시 사용 가능),-,O,X,O,O,,O,O,,,-,,,,,,,,,X,X,X,O,,,,,,,,,,,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV,https://www.lge.co.kr/tvs/75qned70aba-stand,LG QNED AI (스탠드형)189cm,75QNED70ABA,판매중,"2,840,000원","1,840,000원","1,618,200원",포인트 최대 0 멤버십 포인트 적립 | 제휴카드혜택 LGE.COM 플러스 서비스 최대 100만원 조건부 할인+ 10% 캐시백 | 결제일 할인 신용카드 7% 결제일 할인 (신한/현대/국민/롯데) | 무이자 카드사별 무이자 할부 혜택 | 간편결제 네이버페이 7% 포인트 적립(최대 10만원) 토스페이 1% 포인트 적립 (최대 2만원) | 사은품 TV 신모델 포토리뷰 이벤트 3만,"월 47,800 원","월 21,800원",4.9,"['https://www.lge.co.kr/kr/images/tvs/md10654888/gallery/small-interior01.jpg', 'https://www.lge.co.kr/kr/images/tvs/md10654890/gallery/small01.jpg', 'https://www.lge.co.kr/kr/images/tvs/md10654890/gallery/small02.jpg', 'https://www.lge.co.kr/kr/images/tvs/md10654890/gallery/small03.jpg', 'https://www.lge.co.kr/kr/images/tvs/md10654890/gallery/small04.jpg', 'https://www.lge.co.kr/kr/images/tvs/md10654890/gallery/small05.jpg', 'https://www.lge.co.kr/kr/images/tvs/md10654890/gallery/small06.jpg', 'https://www.lge.co.kr/kr/images/tvs/md10654890/gallery/small07.jpg', 'https://www.lge.co.kr/kr/images/tvs/md10654890/gallery/small08.jpg', 'https://www.lge.co.kr/kr/images/tvs/md10654890/gallery/small09.jpg', 'https://www.lge.co.kr/kr/images/tvs/md10654890/gallery/small10.jpg', 'https://www.lge.co.kr/kr/images/tvs/md10654890/gallery/small11.jpg', 'https://www.lge.co.kr/kr/images/tvs/md10654890/gallery/small12.jpg']",189 cm,LED,"4K UHD (3,840 x 2,160)",60Hz,다이나믹 QNED 컬러,알파7 AI 프로세서 Gen8,4K 업스케일링,○,HDR10 / HLG,○,○,,10가지 모드 지원,○,○ (게이밍보드),○,webOS 25,,○ (인공지능 리모컨 연동시 사용 가능),○ (인공지능 리모컨 연동시 사용 가능),,○ (LG ThinQ),○,○,,○,20W,2.0ch,AI 사운드 프로 (버추얼 9.1.2),○ (소리 크기 자동 맞춤),○ (인공지능 리모컨 연동시 사용 가능),○,○,○,○ (2 Way Playback),"AC4, AC3(Dolby Digital), EAC3, HE-AAC, AAC, MP2, MP3, PCM, apt-X (Refer to manual)",2조,○,eARC (HDMI 2번),1조 (USB 2.0),○ (Wi-Fi 5),○ (v 5.1),1조,2조,1조,○,○,○,일반리모컨,,○ (부착형),"1,678 x 964 x 59.9","1,678 x 1,027 x 361","1,344 x 361",31.4,31.8,400 x 400,AC 220~240V 60Hz,0.5W↓,1등급,93.9,220,텔레비전수상기(75QNED70ABA),KC 인증 필 유 - 로고 및 관련 내용을 확인 할 수 있습니다.R-R-LGE-75NANO80AEA (전자파 적합등록)XU090496-23042 (전기용품 안전확인),공정거래위원회(소비자24)제공 인증정보 조회,AC 220-240V 60Hz,2025-08,인도네시아,LG전자(주),결함 하자 등에 따른 소비자 피해에 대해서는 소비자 분쟁해결기준(소비자기본법 제16조)에 따라 보상 가능,LG전자서비스센터 / 1544-7777,,,,,,,,,,,,O (최대 60Hz 지원),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,○ (인공지능 리모컨 연동시 사용 가능),○,○,○,○,,,,,,,,,,,,,,,,,,,,,,,,,
