제품군,URL,제품명,모델명,상태,정가,판매가,최대혜택가,구매혜택안내,6년구독가격,최대혜택구독가격,평점,이미지리스트,세탁 용량 (kg),"크기 (WxHxD, mm)","도어 열림 시 크기 (WxHxD, mm)",무게 (kg),색상,도어 디자인,조작 및 표현 방식,"AI DD(무게, 의류 재질 감지)",인버터 DD모터,6모션,트루스팀,5방향 터보샷+,드럼 라이트,스테인리스 세탁통,UP 가전,표준,알뜰삶음,통살균,울/섬세,헹굼+탈수,이불,소량급속,탈수단독,알러지케어,AI세탁(인공지능세탁),타월,교복,꼼꼼헹굼,아기옷,옷감보호,찬물세탁,컬러케어,셔츠,키즈옷,장마철세탁,헹굼단독,조용조용,한벌세탁,기능성의류,찌든때,스팀리프레쉬,땀얼룩제거,세탁단독,빨래추가,물온도,탈수선택,스마트 페어링 (건조기 연동 시),스마트 원격제어,스마트 진단,다운로드코스,에너지 모니터링,통 살균(세척) 코치,스마트케어,KC 인증 필 유무,KC인증조회,전기용품 안전인증(확인신고) 번호,전자파 적합성 인증(등록) 번호,전자파 적합성 인증(등록) 번호 (무선모듈),에너지 소비효율등급,정격전압,소비전력(W),동일모델의 출시년월,제조자 (수입자),제조국,품질보증기준,A/S 책임자와 전화번호,인공지능세탁,크기 (WxHxD),도어 열림 시 크기 (WxHxD),6 모션,5방향 터보샷,세탁코스 선택,도어테두리,세탁전용,제조자,스피드워시,소량세탁,안심표준(안심헹굼),자동세제함,Centum System,4방향 터보샷,스마트 페어링 (건조기 연동 시)<br>,펫케어세탁,건조 용량 (kg),건조방식,스테인리스 필터,소프트 안전도어,터보물살,통세척,물높이 단계 선택,헹굼횟수,터보샷,터보샷 / 터보 대포물살,애벌+표준,행굼+탈수,안심표준,강력세탁,타월(수건),청바지,급속통세척,다량세탁,수영복,음식물 얼룩 제거,베개커버,향기강화,애벌세탁,판매자,무게,DD모터,헹굼선택,소비전력(냉수/가열),에너지소비효율,물소비량,세탁진행 표시부,면 속옷,Wi-Fi,DD모터(슬림),부가기능,분리형 세탁 바구니,스마트 인버터 모터,스마트모션,합성의류,미세플라스틱 케어
세탁,https://www.lge.co.kr/washing-machines/t17dx3a,LG 통돌이 세탁기17kg2등급,T17DX3A,판매중,"700,000원","660,000원","585,900원",포인트 최대 0 멤버십 포인트 적립 | 제휴카드혜택 LGE.COM 플러스 서비스 최대 100만원 조건부 할인+ 10% 캐시백 | 결제일 할인 신용카드 7% 결제일 할인 (신한/현대/국민/롯데) | 무이자 카드사별 무이자 할부 혜택 | 간편결제 네이버페이 7% 포인트 적립(최대 10만원) 토스페이 1% 포인트 적립 (최대 2만원) | 사은품 포토리뷰 작성시 멤버십 1만P 지급,"월 17,900 원",월 0원,4.9,"['https://www.lge.co.kr/kr/images/washing-machines/md09745829/gallery/small-interior01.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md09745829/gallery/small01.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md09745829/gallery/small02.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md09745829/gallery/small03.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md09745829/gallery/small04.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md09745829/gallery/small05.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md09745829/gallery/small06.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md09745829/gallery/small07.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md09745829/gallery/small08.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md09745829/gallery/small09.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md09745829/gallery/small10.jpg']",17,"632 x 1,018 x 670",,44.0,미드프리실버,와이드 다이아몬드 글라스,푸시버튼 및 LED 디스플레이,O,O,O,,,,,,O,,,O,,O,O,,,,,,,,,,,,,,,,,,,,,,,,5단계,,,,,,,,KC 인증 필 유무,공정거래위원회(소비자24)제공 인증정보 조회,SM07003-22005,R-R-LGE-VP27H3,,2등급,220V / 60Hz,500,2022-12,LG전자(주),태국,결함·하자 등에 따른 소비자피해에 대해서는 소비자분쟁해결기준(소비자기본법 제 16조)에 따라 보상 가능,LG전자서비스센터 / 1544-7777,O,,,,,,,,,,,,,,,,,,,,O,O,O,10단계,5회,,,O,,,,,,,,,,,O,,,,,,,,,,,,,,,,,,
세탁,https://www.lge.co.kr/washing-machines/t17mx3,LG 통돌이 세탁기17kg2등급,T17MX3,판매중,"700,000원","589,000원","519,900원",포인트 최대 0 멤버십 포인트 적립 | 제휴카드혜택 LGE.COM 플러스 서비스 최대 100만원 조건부 할인+ 10% 캐시백 | 결제일 할인 신용카드 7% 결제일 할인 (신한/현대/국민/롯데) | 무이자 카드사별 무이자 할부 혜택 | 간편결제 네이버페이 7% 포인트 적립(최대 10만원) 토스페이 1% 포인트 적립 (최대 2만원) | 사은품 포토리뷰 작성시 멤버십 1만P 지급,,,5.0,"['https://www.lge.co.kr/kr/images/washing-machines/md09745826/gallery/small-interior01.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md09745826/gallery/small01.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md09745826/gallery/small02.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md09745826/gallery/small03.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md09745826/gallery/small04.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md09745826/gallery/small05.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md09745826/gallery/small06.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md09745826/gallery/small07.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md09745826/gallery/small08.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md09745826/gallery/small09.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md09745826/gallery/small10.jpg']",17,"632 x 1,018 x 670",,44.0,미드 블랙,와이드 다이아몬드 글라스,푸시버튼 및 LED 디스플레이,O,O,O,,,,,,O,,,O,,O,O,,,,,,,,,,,,,,,,,,,,,,,,5단계,,,,,,,,KC 인증 필 유무,공정거래위원회(소비자24)제공 인증정보 조회,SM07003-22005,R-R-LGE-VP27H3,,2등급,220V / 60Hz,500,2022-12,LG전자(주),태국,결함·하자 등에 따른 소비자피해에 대해서는 소비자분쟁해결기준(소비자기본법 제 16조)에 따라 보상 가능,LG전자서비스센터 / 1544-7777,O,,,,,,,,,,,,,,,,,,,,O,O,O,10단계,5회,,,O,,,,,,,,,,,O,,,,,,,,,,,,,,,,,,
세탁,https://www.lge.co.kr/washing-machines/t21mx9a,LG 통돌이 세탁기21kg2등급,T21MX9A,판매중,"1,100,000원","800,000원","716,100원",포인트 최대 0 멤버십 포인트 적립 | 제휴카드혜택 LGE.COM 플러스 서비스 최대 100만원 조건부 할인+ 10% 캐시백 | 결제일 할인 신용카드 7% 결제일 할인 (신한/현대/국민/롯데) | 무이자 카드사별 무이자 할부 혜택 | 간편결제 네이버페이 7% 포인트 적립(최대 10만원) 토스페이 1% 포인트 적립 (최대 2만원),,,4.9,"['https://www.lge.co.kr/kr/images/washing-machines/md09745843/gallery/small-interior01.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md09745843/gallery/small01.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md09745843/gallery/small02.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md09745843/gallery/small03.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md09745843/gallery/small04.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md09745843/gallery/small05.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md09745843/gallery/small06.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md09745843/gallery/small07.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md09745843/gallery/small08.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md09745843/gallery/small09.jpg']",21,"690 x 1,070 x 730",,57.0,미드 블랙,와이드 다이아몬드 글라스,풀터치버튼 및 LCD+LED 디스플레이,O,O,O,,,,,,O,,,O,,O,O,O,,,,O,,,,,O,,,O,O,O,O,O,,,O,O,,,5단계,O,O,O,O,O,O,,KC 인증 필 유무,공정거래위원회(소비자24)제공 인증정보 조회,,R-R-LGE-VP27,R-C-LGE-LCWB-001,2등급,220V / 60Hz,500,2022-07,LG전자(주),태국,결함·하자 등에 따른 소비자피해에 대해서는 소비자분쟁해결기준(소비자기본법 제 16조)에 따라 보상 가능,LG전자서비스센터 / 1544-7777,O,,,,,,,,,,,O,,,,,,,,O,O,O,O,10단계,5회,O,O,O,O,,O,O,O,O,O,O,O,,O,O,LG전자(주),,,,,,,,,,,,,,,,
세탁,https://www.lge.co.kr/washing-machines/t17wx3,LG 통돌이 세탁기17kg2등급,T17WX3,판매중,"600,000원","570,000원","502,200원",포인트 최대 0 멤버십 포인트 적립 | 제휴카드혜택 LGE.COM 플러스 서비스 최대 100만원 조건부 할인+ 10% 캐시백 | 결제일 할인 신용카드 7% 결제일 할인 (신한/현대/국민/롯데) | 무이자 카드사별 무이자 할부 혜택 | 간편결제 네이버페이 7% 포인트 적립(최대 10만원) 토스페이 1% 포인트 적립 (최대 2만원),,,4.9,"['https://www.lge.co.kr/kr/images/washing-machines/md09745830/gallery/small-interior01.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md09745830/gallery/small01.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md09745830/gallery/small02.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md09745830/gallery/small03.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md09745830/gallery/small04.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md09745830/gallery/small05.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md09745830/gallery/small06.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md09745830/gallery/small07.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md09745830/gallery/small08.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md09745830/gallery/small09.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md09745830/gallery/small10.jpg']",17,"632 x 1,018 x 670",,44.0,화이트,와이드 다이아몬드 글라스,푸시버튼 및 LED 디스플레이,O,O,O,,,,,,O,,,O,,O,O,,,,,,,,,,,,,,,,,,,,,,,,5단계,,,,,,,,KC 인증 필 유무,공정거래위원회(소비자24)제공 인증정보 조회,SM07003-22005,R-R-LGE-VP27H3,,2등급,220V / 60Hz,500,2022-12,LG전자(주),태국,결함·하자 등에 따른 소비자피해에 대해서는 소비자분쟁해결기준(소비자기본법 제 16조)에 따라 보상 가능,LG전자서비스센터 / 1544-7777,O,,,,,,,,,,,,,,,,,,,,O,O,O,10단계,5회,,,O,,,,,,,,,,,O,,,,,,,,,,,,,,,,,,
세탁,https://www.lge.co.kr/washing-machines/t21mx9b,LG 통돌이 세탁기21kg2등급,T21MX9B,판매중,"1,100,000원","860,000원","771,900원",포인트 최대 0 멤버십 포인트 적립 | 제휴카드혜택 LGE.COM 플러스 서비스 최대 100만원 조건부 할인+ 10% 캐시백 | 결제일 할인 신용카드 7% 결제일 할인 (신한/현대/국민/롯데) | 무이자 카드사별 무이자 할부 혜택 | 간편결제 네이버페이 7% 포인트 적립(최대 10만원) 토스페이 1% 포인트 적립 (최대 2만원) | 사은품 포토리뷰 작성시 멤버십 1만P 지급,,,4.9,"['https://www.lge.co.kr/kr/images/washing-machines/md10364830/gallery/small-interior01.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md10364830/gallery/small01.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md10364830/gallery/small02.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md10364830/gallery/small03.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md10364830/gallery/small04.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md10364830/gallery/small05.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md10364830/gallery/small06.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md10364830/gallery/small07.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md10364830/gallery/small08.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md10364830/gallery/small09.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md10364830/gallery/small10.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md10364830/gallery/small11.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md10364830/gallery/small12.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md10364830/gallery/small13.jpg']",21,"690 x 1,070 x 730",,57.0,미드 블랙,와이드 다이아몬드 글라스,풀터치버튼 및 LCD+LED 디스플레이,O,O,O,,,,,,O,,,O,,O,O,O,,,,O,,,,,O,,,O,O,O,O,O,,,O,O,,,5단계,O,O,O,O,O,,,KC 인증 필 유무,공정거래위원회(소비자24)제공 인증정보 조회,SM07003-22005,R-R-LGE-VP27,R-C-LGE-LCWB-001,2등급,220V / 60Hz,700,2022-12,LG전자(주),태국,결함·하자 등에 따른 소비자피해에 대해서는 소비자분쟁해결기준(소비자기본법 제 16조)에 따라 보상 가능,LG전자서비스센터 / 1544-7777,O,,,,,,,,,,,O,,,,,,,,O,O,O,O,10단계,5회,,O,O,O,,O,O,O,O,O,O,O,,O,,LG전자(주),,,,,,,,,,,,,,,,
세탁,https://www.lge.co.kr/washing-machines/t19dx7,LG 통돌이 세탁기19kg2등급,T19DX7,판매중,"750,000원","690,000원","613,800원",포인트 최대 0 멤버십 포인트 적립 | 제휴카드혜택 LGE.COM 플러스 서비스 최대 100만원 조건부 할인+ 10% 캐시백 | 결제일 할인 신용카드 7% 결제일 할인 (신한/현대/국민/롯데) | 무이자 카드사별 무이자 할부 혜택 | 간편결제 네이버페이 7% 포인트 적립(최대 10만원) 토스페이 1% 포인트 적립 (최대 2만원),,,4.9,"['https://www.lge.co.kr/kr/images/washing-machines/md09745833/gallery/small-interior01.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md09745833/gallery/small01.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md09745833/gallery/small02.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md09745833/gallery/small03.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md09745833/gallery/small04.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md09745833/gallery/small05.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md09745833/gallery/small06.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md09745833/gallery/small07.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md09745833/gallery/small08.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md09745833/gallery/small09.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md09745833/gallery/small10.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md09745833/gallery/small11.jpg']",19,"632 x 1,040 x 670",,45.0,미드프리실버,와이드 다이아몬드 글라스,푸시버튼 및 LED 디스플레이,O,O,O,,,,,,O,,,O,,O,O,,,,,,,,,,,,,,,,,,,,,,,,5단계,O,,O,O,O,,,KC 인증 필 유무,공정거래위원회(소비자24)제공 인증정보 조회,SM07003-22005,R-R-LGE-VP27H7,R-C-LGE-LCWB-001,2등급,220V / 60Hz,500,2022-12,LG전자(주),태국,결함·하자 등에 따른 소비자피해에 대해서는 소비자분쟁해결기준(소비자기본법 제 16조)에 따라 보상 가능,LG전자서비스센터 / 1544-7777,O,,,,,,,,,,,,,,,,,,,,O,O,O,10단계,5회,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
세탁,https://www.lge.co.kr/washing-machines/t23px9,LG 통돌이 세탁기23kg2등급,T23PX9,판매중,"1,260,000원","930,000원","837,000원",포인트 최대 0 멤버십 포인트 적립 | 제휴카드혜택 LGE.COM 플러스 서비스 최대 100만원 조건부 할인+ 10% 캐시백 | 결제일 할인 신용카드 7% 결제일 할인 (신한/현대/국민/롯데) | 무이자 카드사별 무이자 할부 혜택 | 간편결제 네이버페이 7% 포인트 적립(최대 10만원) 토스페이 1% 포인트 적립 (최대 2만원),,,4.9,"['https://www.lge.co.kr/kr/images/washing-machines/md09743826/gallery/small-interior01.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md09743826/gallery/small01.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md09743826/gallery/small02.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md09743826/gallery/small03.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md09743826/gallery/small04.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md09743826/gallery/small05.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md09743826/gallery/small06.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md09743826/gallery/small07.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md09743826/gallery/small08.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md09743826/gallery/small09.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md09743826/gallery/small10.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md09743826/gallery/small11.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md09743826/gallery/small12.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md09743826/gallery/small13.jpg']",23,"690 x 1,070 x 730",,57.0,플래티늄 블랙,와이드 다이아몬드 글라스,풀터치버튼 및 LCD+LED 디스플레이,O,O,O,,,,,,O,,,O,,O,O,O,,,,O,,,,,O,,,O,O,O,O,O,,,O,O,,,5단계,,O,O,O,O,O,,KC 인증 필 유무,공정거래위원회(소비자24)제공 인증정보 조회,SM07003-22005,R-R-LGE-VP27,R-C-LGE-LCWB-001,2등급,220V / 60Hz,500,2022-12,LG전자(주),태국,결함·하자 등에 따른 소비자피해에 대해서는 소비자분쟁해결기준(소비자기본법 제 16조)에 따라 보상 가능,LG전자서비스센터 / 1544-7777,O,,,,,,,,,,,O,,,,,,,,O,O,O,O,10단계,5회,O,O,O,O,,O,O,O,O,O,O,O,,O,,,,,,,,,,,,,,,,,,
세탁,https://www.lge.co.kr/washing-machines/t18mx7a,LG 통돌이 세탁기18kg2등급,T18MX7A,판매중,"750,000원","680,000원","604,500원",포인트 최대 0 멤버십 포인트 적립 | 제휴카드혜택 LGE.COM 플러스 서비스 최대 100만원 조건부 할인+ 10% 캐시백 | 결제일 할인 신용카드 7% 결제일 할인 (신한/현대/국민/롯데) | 무이자 카드사별 무이자 할부 혜택 | 간편결제 네이버페이 7% 포인트 적립(최대 10만원) 토스페이 1% 포인트 적립 (최대 2만원) | 사은품 포토리뷰 작성시 멤버십 1만P 지급,,,4.8,"['https://www.lge.co.kr/kr/images/washing-machines/md09745837/gallery/small-interior01.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md09745837/gallery/small01.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md09745837/gallery/small02.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md09745837/gallery/small03.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md09745837/gallery/small04.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md09745837/gallery/small05.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md09745837/gallery/small06.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md09745837/gallery/small07.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md09745837/gallery/small08.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md09745837/gallery/small09.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md09745837/gallery/small10.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md09745837/gallery/small11.jpg']",18,"632 x 1,040 x 670",,45.0,미드 블랙,와이드 다이아몬드 글라스,푸시버튼 및 LED 디스플레이,O,O,O,,,,,,O,,,O,,O,O,,,,,,,,,,,,,,,,,,,,,,,,5단계,O,,O,O,O,,,KC 인증 필 유무,공정거래위원회(소비자24)제공 인증정보 조회,R-R-LGE-VP27H7,SM07003-22005,R-C-LGE-LCWB-001,2등급,220V / 60Hz,500,2022-12,LG전자(주),태국,결함·하자 등에 따른 소비자피해에 대해서는 소비자분쟁해결기준(소비자기본법 제 16조)에 따라 보상 가능,LG전자서비스센터 / 1544-7777,O,,,,,,,,,,,,,,,,,,,,O,O,O,10단계,5회,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
세탁,https://www.lge.co.kr/washing-machines/t23px9a,LG 통돌이 세탁기23kg2등급,T23PX9A,판매중,"1,260,000원","920,000원","827,700원",포인트 최대 0 멤버십 포인트 적립 | 제휴카드혜택 LGE.COM 플러스 서비스 최대 100만원 조건부 할인+ 10% 캐시백 | 결제일 할인 신용카드 7% 결제일 할인 (신한/현대/국민/롯데) | 무이자 카드사별 무이자 할부 혜택 | 간편결제 네이버페이 7% 포인트 적립(최대 10만원) 토스페이 1% 포인트 적립 (최대 2만원) | 사은품 포토리뷰 작성시 멤버십 1만P 지급,,,4.9,"['https://www.lge.co.kr/kr/images/washing-machines/md09789827/gallery/small-interior01.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md09789827/gallery/small01.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md09789827/gallery/small02.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md09789827/gallery/small03.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md09789827/gallery/small04.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md09789827/gallery/small05.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md09789827/gallery/small06.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md09789827/gallery/small07.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md09789827/gallery/small08.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md09789827/gallery/small09.jpg']",23,"690 x 1,070 x 730",,57.0,플래티넘 블랙,와이드 다이아몬드 글라스,풀터치버튼 및 LCD+LED 디스플레이,O,O,O,,,,,,O,,,O,,O,O,O,,,,O,,,,,O,,,O,O,O,O,O,,,O,O,,,5단계,O,O,O,O,O,,,KC 인증 필 유무,공정거래위원회(소비자24)제공 인증정보 조회,SM07003-22005,R-R-LGE-VP27,R-C-LGE-LCWB-001,2등급,220V / 60Hz,500,2022-12,LG전자(주),태국,결함·하자 등에 따른 소비자피해에 대해서는 소비자분쟁해결기준(소비자기본법 제 16조)에 따라 보상 가능,LG전자서비스센터 / 1544-7777,O,,,,,,,,,,,O,,,,,,,,O,O,O,O,10단계,5회,,O,O,O,,O,O,O,O,O,O,O,,O,,LG전자(주),,,,,,,,,,,,,,,,
세탁,https://www.lge.co.kr/washing-machines/t18mx7,LG 통돌이 세탁기18kg2등급,T18MX7,판매중,"824,000원","750,000원","669,600원",포인트 최대 0 멤버십 포인트 적립 | 제휴카드혜택 LGE.COM 플러스 서비스 최대 100만원 조건부 할인+ 10% 캐시백 | 결제일 할인 신용카드 7% 결제일 할인 (신한/현대/국민/롯데) | 무이자 카드사별 무이자 할부 혜택 | 간편결제 네이버페이 7% 포인트 적립(최대 10만원) 토스페이 1% 포인트 적립 (최대 2만원) | 사은품 포토리뷰 작성시 멤버십 1만P 지급,"월 20,900 원",월 0원,4.8,"['https://www.lge.co.kr/kr/images/washing-machines/md09745840/gallery/small-interior01.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md09745840/gallery/small01.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md09745840/gallery/small02.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md09745840/gallery/small03.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md09745840/gallery/small04.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md09745840/gallery/small05.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md09745840/gallery/small06.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md09745840/gallery/small07.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md09745840/gallery/small08.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md09745840/gallery/small09.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md09745840/gallery/small10.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md09745840/gallery/small11.jpg']",18,"632 x 1,040 x 670",,45.0,미드 블랙,와이드 다이아몬드 글라스,푸시버튼 및 LED 디스플레이,O,O,O,,,,,,O,,,O,,O,O,,,,,,,,,,,,,,,,,,,,,,,,5단계,O,,O,O,O,,,KC 인증 필 유무,공정거래위원회(소비자24)제공 인증정보 조회,SM07003-22005,R-R-LGE-VP27H7,R-C-LGE-LCWB-001,2등급,220V / 60Hz,500,2022-12,LG전자(주),태국,결함·하자 등에 따른 소비자피해에 대해서는 소비자분쟁해결기준(소비자기본법 제 16조)에 따라 보상 가능,LG전자서비스센터 / 1544-7777,O,,,,,,,,,,,,,,,,,,,,O,O,O,10단계,5회,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
세탁,https://www.lge.co.kr/washing-machines/t19mx7a,LG 통돌이 세탁기19kg2등급,T19MX7A,판매중,"800,000원","750,000원","669,600원",포인트 최대 0 멤버십 포인트 적립 | 제휴카드혜택 LGE.COM 플러스 서비스 최대 100만원 조건부 할인+ 10% 캐시백 | 결제일 할인 신용카드 7% 결제일 할인 (신한/현대/국민/롯데) | 무이자 카드사별 무이자 할부 혜택 | 간편결제 네이버페이 7% 포인트 적립(최대 10만원) 토스페이 1% 포인트 적립 (최대 2만원) | 사은품 포토리뷰 작성시 멤버십 1만P 지급,,,4.9,"['https://www.lge.co.kr/kr/images/washing-machines/md09745839/gallery/small-interior01.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md09745839/gallery/small01.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md09745839/gallery/small02.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md09745839/gallery/small03.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md09745839/gallery/small04.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md09745839/gallery/small05.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md09745839/gallery/small06.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md09745839/gallery/small07.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md09745839/gallery/small08.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md09745839/gallery/small09.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md09745839/gallery/small10.jpg', 'https://www.lge.co.kr/kr/images/washing-machines/md09745839/gallery/small11.jpg']",19,"632 x 1,040 x 670",,45.0,미드 블랙,와이드 다이아몬드 글라스,푸시버튼 및 LED 디스플레이,O,O,O,,,,,,O,,,O,,O,O,,,,,,,,,,,,,,,,,,,,,,,,5단계,O,O,O,O,O,O,,KC 인증 필 유무,공정거래위원회(소비자24)제공 인증정보 조회,SM07003-22005,R-R-LGE-VP27H7,R-C-LGE-LCWB-001,2등급,220V / 60Hz,500,2022-12,LG전자(주),태국,결함·하자 등에 따른 소비자피해에 대해서는 소비자분쟁해결기준(소비자기본법 제 16조)에 따라 보상 가능,LG전자서비스센터 / 1544-7777,O,,,,,,,,,,,,,,,,,,,,O,O,O,10단계,5회,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
