Product_code,family_list,size_list,house_list
FX25WSQ-KW,[],[],[]
FX25KF,[],[],[]
FX25IF,[],[],[]
FX24WS-KW,"['4인가족', '부모님']",[],[]
FX23ENE,[],[],[]
FX23VN,['신혼'],[],[]
FX24VS,[],[],[]
FX24WN,[],[],[]
FX23WNA,[],[],[]
FX23GNG,['신혼'],[],[]
FX24GNG-KG,[],[],[]
FX24VS-KV,[],[],[]
FX23WNA-KW,[],[],[]
FX24WN-KW,[],[],[]
FX23GNG-KG,[],[],[]
FX23KN-KK,[],[],[]
FX23ENE-KE,[],[],[]
FX24KNT-KK,[],[],[]
FX23ENEX,[],[],[]
FG24GNX,[],[],[]
FX25ESRX,[],[],[]
FX25GSRX,[],[],[]
FG24ENF,[],[],[]
FG24ENX,[],[],[]
FG24KNX,[],[],[]
FG24VNSX,[],[],[]
FG24GNF,[],[],[]
F24WDLP-9WW,"['4인가족', '부모님', '신혼']",['32평'],['아파트']
F24WDWP-9WL,"['부모님', '신혼']",[],['아파트']
F21WDLP-9WW,[],[],[]
RG8WN-T7WX3,[],[],[]
RG9WN-T7WX3,[],[],[]
KG21KN-8WNW,"['1인 가구', '1인가구', '3인가족', '4인 가족', '부모님', '신혼']",['25평'],"['아파트', '주택']"
KX4ENE-1ESE,"['2인 가족', '신혼', '아기']",['원룸'],['원룸']
KX25WS-22WS,"['부모님', '신혼']",[],['아파트']
KX4GNG-1ESE,['신혼'],['원룸'],"['아파트', '원룸']"
KX24KN-20KN,"['5인가족', '부모님', '신혼']",[],[]
KFG21VN-9VN,[],[],[]
FX24ENE-GNG,[],[],[]
KX4ENE-2GS,[],[],[]
F12WVA-10WB,"['1인 가구', '신혼', '신혼부부']",[],[]
FX24GNG-ENE,['신혼'],[],[]
KG19WN-G8NW,[],[],[]
KG24E-20G,[],[],[]
F15W-Q33MH3,[],[],[]
KX23KN-2KN,[],[],[]
F12VVA-10VB,[],[],[]
FG24E-20G,[],[],[]
FX25ESERX,[],[],[]
KG24K-20K,['신혼'],[],[]
KX4GNG-2GS,[],[],[]
KFG19VN-9VN,[],[],[]
KX25EA-20EN,[],[],[]
FG24K-20K,[],[],[]
KG24G-20E,[],[],[]
FG24K-19K,[],[],[]
KX24WS-22WS,[],[],[]
FG24K-18W,[],[],[]
KG24K-18W,[],[],[]
KG24K-19K,[],[],[]
FG24K-20V,[],[],[]
FG24V-20V,[],[],[]
KG24K-20V,[],[],[]
F15W-M34MB1,[],[],[]
KX25WQ-2WNA,[],[],['아파트']
KX25GA-20EN,[],[],[]
KX25ER-20GN,[],[],[]
KX25GR-20GN,[],[],[]
FX24GNG-GNG,[],[],[]
FX24ENE-ENE,[],[],[]
FX25GSGR,"['5인 가족', '신혼']",[],['아파트']
F9WT,"['1인 가구', '1인가구', '4인가족', '혼자 살']",[],[]
T19MX8,"['1인가구', '부모님', '신혼', '아기']",['원룸'],"['아파트', '원룸', '주택']"
T25PX9,"['부모님', '신혼', '아이 둘']",[],[]
TA23PZ9,[],[],[]
FX25WSRX,[],[],[]
K4NG1SE-5SH,[],[],[]
R6M2-M34MB1,[],[],[]
R6M2-B5S3,[],[],[]
FX23ENEF,[],[],[]
FX23VNX,[],[],[]
FX24WSB,[],[],[]
FX23KNX,[],[],[]
FX23VNB,[],[],[]
KX25AF-5AS,[],[],[]
KX25IF-5IS,[],[],[]
KX25AF-5TS,[],[],[]
KX25TF-5TS,[],[],[]
KX25TF-5AS,[],[],[]
KX25EFE-5GG,[],[],[]
KX25GFG-5GG,[],[],[]
KX25KF-5KS,[],[],[]
KX25VF-5VS,[],[],[]
FX23KNX-2KN,[],[],[]
FX24WS-2WA,[],[],[]
KX24WS-2WA,[],[],[]
KX23ENE-GNG,[],[],[]
FG24GN,"['신혼', '신혼부부']",[],[]
F15WQWP,"['1인 가구', '1인가구', '1인가족', '2인 가족', '2인가족', '3인 가족', '3인가족', '4인 가족', '4인가족', '부모님', '신혼', '신혼부부', '아기', '혼자 살', '혼자살']","['24평', '원룸', '투룸']","['빌라', '아파트', '오피스텔', '원룸', '주택']"
F9WPB,[],['원룸'],['원룸']
F9WPBY,"['1인 가구', '1인가구']",['원룸'],"['오피스텔', '원룸']"
FG24VNS,"['부모님', '신혼']",[],[]
T23EZ9,[],[],[]
T22PZ9,[],[],[]
FG24G-20E,['신혼'],[],[]
KFG19GN-9GN,[],[],[]
KFG19GN-9EN,[],[],[]
KFG19GN-8EN,[],[],[]
KX24WN-2WNA,[],[],[]
