Product_code,family_list,size_list,house_list
HMAK4W,[],[],[]
TMCB2B4W,[],[],['아파트']
TMCS2W4W,[],[],[]
TZCDP14B,['부모님'],[],[]
TMSDAA4W,[],[],[]
TMSMAA4W,[],[],[]
TMSTAA4W,[],[],[]
TMSA2A4W,[],[],[]
LKW-LB032-W,[],[],[]
LKW-LB032-R,[],[],[]
GKW-MD082,[],[],[]
HAAL3W,[],[],[]
TMCP114W,[],[],[]
