Product_code,family_list,size_list,house_list
HW500DAS,"['부모님', '신혼', '아기', '아이둘']","['1.5룸', '30평', '34평', '35㎡', '원룸']","['아파트', '원룸']"
HW300BBB,"['부모님', '아기']",['원룸'],"['오피스텔', '원룸']"
HW300DBL,['아기'],[],[]
HY505RWLAHM,"['1인가구', '부모님', '신혼', '아기']",[],['아파트']
HY705RWUAMB,"['신혼', '아기']",[],[]
HY505RWLAH,[],[],[]
HY705RSUAB,[],[],[]
